Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Highett,86a Middleton St,2,t,960000,PI,Buxton/Buxton,9/12/2017,16,3190,2,1,1,,,,Bayside City Council,-37.94956,145.03971,Southern Metropolitan,4794
Highett,8 Stevens St,3,t,,PI,Buxton,9/12/2017,16,3190,3,1,2,249,,,Bayside City Council,-37.95302,145.05188,Southern Metropolitan,4794
Highett,3/18 The Crescent,3,t,787000,S,Buxton,9/12/2017,16,3190,,,,,,,Bayside City Council,,,Southern Metropolitan,4794
Highett,152 Wickham Rd,3,h,900000,S,Buxton,9/12/2017,16,3190,3,1,4,15600,,,Bayside City Council,-37.94549,145.04454,Southern Metropolitan,4794
Hillside,8 Landscape Dr,5,h,760000,PI,Brad,9/12/2017,18,3037,,,,,,,Brimbank City Council,,,Western Metropolitan,5556
Hillside,17 Saronvale Cr,3,h,610000,PI,Barry,9/12/2017,18,3037,3,2,2,812,152,1992,Brimbank City Council,-37.69215,144.75163,Western Metropolitan,5556
Hillside,11 Serrata Ct,3,h,550250,S,Barry,9/12/2017,18,3037,3,2,0,,126,2002,Brimbank City Council,-37.70548,144.75265,Western Metropolitan,5556
Hillside,10 Topaz Dr,4,h,811000,S,Prof.,9/12/2017,18,3037,4,2,2,700,,2000,Brimbank City Council,-37.68492,144.73132,Western Metropolitan,5556
Hoppers Crossing,32 Bourke Cr,3,h,620000,S,hockingstuart,9/12/2017,18.4,3029,3,2,2,,,,Wyndham City Council,-37.87008,144.68743,Western Metropolitan,13830
Hoppers Crossing,58 Matlock St,4,h,807500,S,hockingstuart,9/12/2017,18.4,3029,4,2,4,,309,2000,Wyndham City Council,-37.87071,144.71566,Western Metropolitan,13830
Hoppers Crossing,44 McMurray Cr,4,h,670000,SP,Reliance,9/12/2017,18.4,3029,4,2,2,,,,Wyndham City Council,-37.86414,144.68111,Western Metropolitan,13830
Hoppers Crossing,21 Medina Dr,4,h,660000,PI,Sweeney,9/12/2017,18.4,3029,4,2,2,531,,,Wyndham City Council,-37.86289,144.66946,Western Metropolitan,13830
Hoppers Crossing,156 Mossfiel Dr,3,h,570000,S,Barry,9/12/2017,18.4,3029,3,2,2,626,137,1980,Wyndham City Council,-37.86569,144.69104,Western Metropolitan,13830
Hoppers Crossing,10 Okeefe Pl,3,h,570000,S,hockingstuart,9/12/2017,18.4,3029,,,,,,,Wyndham City Council,-37.86315,144.68056,Western Metropolitan,13830
Hoppers Crossing,17 Palmer Ct,3,h,593000,S,hockingstuart,9/12/2017,18.4,3029,3,2,2,596,,,Wyndham City Council,-37.86268,144.70856,Western Metropolitan,13830
Hoppers Crossing,4 Redwood Dr,3,h,780000,SP,Greg,9/12/2017,18.4,3029,3,2,10,,,1988,Wyndham City Council,-37.85998,144.69513,Western Metropolitan,13830
Hoppers Crossing,14 Sheeprun Pl,3,h,555000,S,Barry,9/12/2017,18.4,3029,3,2,2,,,,Wyndham City Council,-37.87117,144.66844,Western Metropolitan,13830
Hoppers Crossing,5 Townville Cr,3,h,577000,S,YPA,9/12/2017,18.4,3029,3,1,3,,,,Wyndham City Council,-37.86512,144.71208,Western Metropolitan,13830
Hughesdale,1/43 Eleebana Av,2,h,,S,Woodards,9/12/2017,12.3,3166,,,,,,,Monash City Council,,,Southern Metropolitan,3145
Ivanhoe,3/136 Banksia St,3,u,766000,S,Nelson,9/12/2017,7.8,3079,,,,,,,Banyule City Council,,,Eastern Metropolitan,5549
Ivanhoe,1/29 Clark Rd,2,h,1160000,S,Miles,9/12/2017,7.8,3079,,,,,,,Banyule City Council,,,Eastern Metropolitan,5549
Ivanhoe,1/19 Dudley St,2,u,910000,S,Miles,9/12/2017,7.8,3079,,,,,,,Banyule City Council,,,Eastern Metropolitan,5549
Ivanhoe,68 Hawker St,3,h,,SN,Miles,9/12/2017,7.8,3079,3,2,2,,,2006,Banyule City Council,-37.75967,145.03748,Eastern Metropolitan,5549
Ivanhoe,2/3 Linton St,3,u,1025000,S,Miles,9/12/2017,7.8,3079,,,,,,,Banyule City Council,,,Eastern Metropolitan,5549
Ivanhoe,13 Marshall St,4,h,2300000,VB,Miles,9/12/2017,7.8,3079,4,2,2,,232,1930,Banyule City Council,-37.7755,145.04581,Eastern Metropolitan,5549
Ivanhoe,52 Myrtle St,3,h,1200000,VB,Miles,9/12/2017,7.8,3079,3,3,2,236,161,2014,Banyule City Council,-37.75479,145.05266,Eastern Metropolitan,5549
Ivanhoe,4/54 Myrtle St,2,u,490000,VB,Miles,9/12/2017,7.8,3079,,,,,,,Banyule City Council,,,Eastern Metropolitan,5549
Ivanhoe,6 Royal Ct,3,h,1210000,VB,Nelson,9/12/2017,7.8,3079,3,1,2,,,,Banyule City Council,-37.7608,145.03781,Eastern Metropolitan,5549
Ivanhoe East,3 Bailey Gr,4,h,1905000,S,Miles,9/12/2017,7.8,3079,4,2,,,,,Banyule City Council,-37.76974,145.05421,Eastern Metropolitan,1554
Jacana,22 Hales Cr,3,h,606000,S,YPA,9/12/2017,14,3047,3,1,1,602,,,Hume City Council,-37.68625,144.91587,Northern Metropolitan,851
Kealba,1 Hadley Cl,4,h,600000,S,C21,9/12/2017,14,3021,4,2,4,630,179,1985,Brimbank City Council,-37.73429,144.82178,Western Metropolitan,1202
Keilor,3/660 Old Calder Hwy,3,t,775000,SP,Barry,9/12/2017,14.5,3036,,,,,,,Brimbank City Council,,,Western Metropolitan,2339
Keilor Downs,10 Draper Ct,3,h,780000,S,Barry,9/12/2017,15.5,3038,3,2,2,702,175,1985,Brimbank City Council,-37.717,144.80736,Western Metropolitan,3656
Keilor East,1 Brees Rd,6,h,925000,VB,Barry,9/12/2017,11.7,3033,6,3,2,516,268,1970,Brimbank City Council,-37.75045,144.87158,Western Metropolitan,5629
Keilor East,31 Heather Av,3,h,1140000,S,Barry,9/12/2017,11.7,3033,3,1,1,618,,,Brimbank City Council,-37.74329,144.86732,Western Metropolitan,5629
Keilor East,11 Mainridge Vs,2,h,,W,The,9/12/2017,11.7,3033,,,,,,,Brimbank City Council,,,Western Metropolitan,5629
Keilor East,119 Noga Av,3,t,820000,PI,Nelson,9/12/2017,11.7,3033,3,2,2,,171,2005,Brimbank City Council,-37.74007,144.86567,Western Metropolitan,5629
Keilor East,27 Park Dr,3,h,850000,S,Nelson,9/12/2017,11.7,3033,3,2,2,555,185,1985,Brimbank City Council,-37.74886,144.85829,Western Metropolitan,5629
Keilor East,47 Roberts St,3,h,900000,S,Barry,9/12/2017,11.7,3033,3,1,2,604,,,Brimbank City Council,-37.75037,144.86448,Western Metropolitan,5629
Keilor East,48A Roberts St,3,t,900000,S,Barry,9/12/2017,11.7,3033,3,2,1,,,,Brimbank City Council,-37.75009,144.8646,Western Metropolitan,5629
Keilor East,165 Sterling Dr,4,h,740000,VB,Nelson,9/12/2017,11.7,3033,4,1,4,534,120,1970,Brimbank City Council,-37.74796,144.84966,Western Metropolitan,5629
Keilor Park,53 Randwick Dr,3,h,721000,SP,McDonald,9/12/2017,10.4,3042,3,2,2,,,,Brimbank City Council,-37.71978,144.85733,Western Metropolitan,1119
Kensington,11/65 Bayswater Rd,2,u,453000,SP,Nelson,9/12/2017,3.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,5263
Kensington,67 Hardiman St,3,h,1760000,S,Nelson,9/12/2017,3.4,3031,3,2,2,176,212,1900,Melbourne City Council,-37.7956,144.93419,Northern Metropolitan,5263
Kensington,18 Peppercorn Wk,4,t,1085000,S,Edward,9/12/2017,3.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,5263
Kew,8 Adeney Av,6,h,5200000,VB,Marshall,9/12/2017,5.4,3101,6,2,2,1642,405,1920,Boroondara City Council,-37.80755,145.0481,Southern Metropolitan,10331
Kew,3/385 Barkers Rd,3,u,982500,S,Dingle,9/12/2017,5.4,3101,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331
Kew,3/40 Carson St,2,t,913600,SP,hockingstuart,9/12/2017,5.4,3101,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331
Kew,3/51 Cobden St,3,t,,S,Jellis,9/12/2017,5.4,3101,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331
Kew,23 Dean St,5,h,3275000,S,Jellis,9/12/2017,5.4,3101,5,5,3,780,350,1890,Boroondara City Council,-37.81549,145.0573,Southern Metropolitan,10331
Kew,32 Grandview Tce,3,h,1705000,PI,VICPROP,9/12/2017,5.4,3101,3,2,2,641,,,Boroondara City Council,-37.79307,145.03469,Southern Metropolitan,10331
Kew,22 Marshall Av,4,h,3923000,S,Jellis,9/12/2017,5.4,3101,4,2,2,852,,,Boroondara City Council,-37.80632,145.04701,Southern Metropolitan,10331
Kew,33 May St,3,h,,S,Marshall,9/12/2017,5.4,3101,3,2,1,273,,1991,Boroondara City Council,-37.81163,145.04394,Southern Metropolitan,10331
Kew,1/2 St Johns Pde,2,u,685000,PI,Noel,9/12/2017,5.4,3101,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331
Kew East,31 Elm Gr,3,h,,S,RT,9/12/2017,7.3,3102,3,1,4,807,106,1950,Boroondara City Council,-37.78883,145.04734,Southern Metropolitan,2671
Kew East,11 Namur St,4,h,,VB,Marshall,9/12/2017,7.3,3102,4,2,2,696,326,1990,Boroondara City Council,-37.79469,145.05882,Southern Metropolitan,2671
Keysborough,32 Elmswood Bvd,4,h,970000,VB,McGrath,9/12/2017,25.2,3173,4,2,2,529,168,2013,Greater Dandenong City Council,-37.99615,145.14878,South-Eastern Metropolitan,8459
Keysborough,20 Linden Dr,2,t,,SS,Barry,9/12/2017,25.2,3173,2,1,2,161,,,Greater Dandenong City Council,-37.99996,145.17136,South-Eastern Metropolitan,8459
Kilsyth,30 Cherylnne Cr,3,h,,S,Barry,9/12/2017,26,3137,3,2,1,894,,,Maroondah City Council,-37.80769,145.32016,Eastern Metropolitan,4654
Kings Park,8 Centenary Ct,3,h,526000,S,Barry,9/12/2017,14,3021,3,1,2,530,161,1985,Brimbank City Council,-37.72819,144.76642,Western Metropolitan,2878
Kings Park,15 Chetwyn Dr,4,h,,S,Nelson,9/12/2017,14,3021,4,2,1,531,132,1980,Brimbank City Council,-37.73827,144.76928,Western Metropolitan,2878
Kingsbury,35 Dunne St,3,h,850000,SA,Barry,9/12/2017,12.1,3083,3,1,0,639,,,Darebin City Council,-37.71502,145.03948,Northern Metropolitan,1414
Kingsbury,21 Eagle Av,3,h,,S,Ray,9/12/2017,12.1,3083,3,1,2,520,114,1960,Darebin City Council,-37.71483,145.03411,Northern Metropolitan,1414
Kingsville,174 Williamstown Rd,2,h,857000,SP,Jas,9/12/2017,6.4,3012,2,1,,233,,,Maribyrnong City Council,-37.8113,144.88351,Western Metropolitan,1808
Lalor,43 Benaroon Dr,4,h,810000,S,Iconek,9/12/2017,16.3,3075,4,2,2,,198,1980,Whittlesea City Council,-37.66785,144.9915,Northern Metropolitan,8279
Lalor,18 Curtin Av,3,h,695000,S,Ray,9/12/2017,16.3,3075,3,1,2,596,94,1980,Whittlesea City Council,-37.66504,145.02085,Northern Metropolitan,8279
Lalor,12 Evans St,3,h,721000,S,Ray,9/12/2017,16.3,3075,3,1,1,709,,,Whittlesea City Council,-37.6691,145.02615,Northern Metropolitan,8279
Lalor,25 Franklin Rd,4,h,676000,S,HAR,9/12/2017,16.3,3075,4,2,2,664,156,1975,Whittlesea City Council,-37.67053,145.00032,Northern Metropolitan,8279
Lalor,3/66 French St,2,u,,PI,Ray,9/12/2017,16.3,3075,,,,,,,Whittlesea City Council,,,Northern Metropolitan,8279
Lalor,91 Robert St,3,h,632000,S,HAR,9/12/2017,16.3,3075,3,1,2,534,,,Whittlesea City Council,-37.66825,145.00453,Northern Metropolitan,8279
Lower Plenty,4/129 Main Rd,3,t,547500,S,Nelson,9/12/2017,14.6,3093,,,,,,,Banyule City Council,,,Eastern Metropolitan,1624
Lower Plenty,1/320 Main Rd,2,u,,SN,Miles,9/12/2017,14.6,3093,,,,,,,Banyule City Council,,,Eastern Metropolitan,1624
MacLeod,4 Edward St,4,h,1250000,S,Ray,9/12/2017,12.7,3085,,,,,,,Banyule City Council,,,Northern Metropolitan,4168
MacLeod,12 Fernley Av,3,h,1285000,S,Nelson,9/12/2017,12.7,3085,,,,,,,Banyule City Council,,,Northern Metropolitan,4168
MacLeod,49 Harborne St,5,h,,VB,Darren,9/12/2017,12.7,3085,,,,,,,Banyule City Council,,,Northern Metropolitan,4168
MacLeod,36 Hester Wk,3,h,,S,Nelson,9/12/2017,12.7,3085,,,,,,,Banyule City Council,,,Northern Metropolitan,4168
MacLeod,56 Torbay St,4,h,,SN,Ray,9/12/2017,12.7,3085,,,,,,,Banyule City Council,,,Northern Metropolitan,4168
Maidstone,2/30 Burns St,3,t,800000,S,Biggin,9/12/2017,6.4,3012,,,,,,,Maribyrnong City Council,,,Western Metropolitan,3873
Maidstone,20 Delacey St,3,h,955000,S,Biggin,9/12/2017,6.4,3012,3,1,3,,,,Maribyrnong City Council,-37.78535,144.88176,Western Metropolitan,3873
Maidstone,12 Mandrel St,2,t,521000,S,Biggin,9/12/2017,6.4,3012,2,1,1,,,,Maribyrnong City Council,-37.77838,144.87424,Western Metropolitan,3873
Maidstone,33 Radio St,3,h,940000,SP,Biggin,9/12/2017,6.4,3012,3,1,2,576,,,Maribyrnong City Council,-37.77991,144.86711,Western Metropolitan,3873
Maidstone,2/28 Thomson St,3,t,630000,PI,Jas,9/12/2017,6.4,3012,,,,,,,Maribyrnong City Council,,,Western Metropolitan,3873
Malvern,7 Childers Rd,5,h,,S,Marshall,9/12/2017,5.9,3144,5,3,1,483,258,1910,Stonnington City Council,-37.86857,145.03772,Southern Metropolitan,4675
Malvern,1/19 Horace St,2,u,,VB,Jellis,9/12/2017,5.9,3144,,,,,,,Stonnington City Council,,,Southern Metropolitan,4675
Malvern,6 Moorakyne Av,5,h,6600000,S,Jellis,9/12/2017,5.9,3144,5,3,2,,465,1940,Stonnington City Council,-37.84813,145.03193,Southern Metropolitan,4675
Malvern,13 Thanet St,3,h,,S,Marshall,9/12/2017,5.9,3144,3,2,0,268,165,1890,Stonnington City Council,-37.85951,145.03671,Southern Metropolitan,4675
Malvern,29A Thanet St,4,h,2800000,VB,Jellis,9/12/2017,5.9,3144,4,2,2,,254,2002,Stonnington City Council,-37.86075,145.03656,Southern Metropolitan,4675
Malvern,12 Wheatland Rd,4,h,2940000,S,Jellis,9/12/2017,5.9,3144,4,3,2,495,,,Stonnington City Council,-37.86567,145.03433,Southern Metropolitan,4675
Malvern East,13 Albert St,5,h,2400000,VB,Marshall,9/12/2017,8.4,3145,5,3,2,,,,Stonnington City Council,-37.87638,145.0635,Southern Metropolitan,8801
Malvern East,84 Alma St,3,h,1710000,S,Jellis,9/12/2017,8.4,3145,3,2,6,673,,,Stonnington City Council,-37.87966,145.07733,Southern Metropolitan,8801
Malvern East,1445 Dandenong Rd,3,h,,PI,Buxton,9/12/2017,8.4,3145,3,2,2,899,,1960,Stonnington City Council,-37.89246,145.0869,Southern Metropolitan,8801
Malvern East,29 MacGregor St,3,h,2180000,S,hockingstuart,9/12/2017,8.4,3145,3,1,2,697,126,1920,Stonnington City Council,-37.88066,145.05466,Southern Metropolitan,8801
Malvern East,57 Midlothian St,4,h,1632500,S,Marshall,9/12/2017,8.4,3145,4,3,2,,,,Stonnington City Council,-37.88398,145.08794,Southern Metropolitan,8801
Malvern East,40A Sycamore St,2,h,1052500,SP,Marshall,9/12/2017,8.4,3145,2,1,2,,,,Stonnington City Council,-37.88003,145.06977,Southern Metropolitan,8801
Malvern East,4 Taylor Ct,3,h,,S,hockingstuart,9/12/2017,8.4,3145,3,1,2,,211,1930,Stonnington City Council,-37.87469,145.06589,Southern Metropolitan,8801
Malvern East,67 Tooronga Rd,3,h,,S,Marshall,9/12/2017,8.4,3145,3,1,2,,,,Stonnington City Council,-37.86667,145.03939,Southern Metropolitan,8801
Malvern East,148 Waverley Rd,3,h,1620000,PI,Marshall,9/12/2017,8.4,3145,3,1,1,336,185,1930,Stonnington City Council,-37.8764,145.05031,Southern Metropolitan,8801
Malvern East,199A Waverley Rd,2,h,,S,Marshall,9/12/2017,8.4,3145,2,1,4,,,,Stonnington City Council,-37.87605,145.05178,Southern Metropolitan,8801
Maribyrnong,1 Chifley Dr,2,h,1650000,VB,Nelson,9/12/2017,4.3,3032,2,1,4,865,,,Maribyrnong City Council,-37.7691,144.9005,Western Metropolitan,4918
Maribyrnong,29 Hillside Cr,3,h,960000,VB,Nelson,9/12/2017,4.3,3032,3,1,1,523,,,Maribyrnong City Council,-37.77186,144.89327,Western Metropolitan,4918
Maribyrnong,6 Lana Wy,3,h,700000,PI,hockingstuart,9/12/2017,4.3,3032,,,,,,,Maribyrnong City Council,,,Western Metropolitan,4918
Maribyrnong,1 Middle Rd,3,h,1190000,SP,Nelson,9/12/2017,4.3,3032,3,1,2,688,113,1940,Maribyrnong City Council,-37.76834,144.89411,Western Metropolitan,4918
Maribyrnong,5 Scenic Pl,4,h,1770000,S,Nelson,9/12/2017,4.3,3032,4,3,3,606,337,1980,Maribyrnong City Council,-37.76323,144.88825,Western Metropolitan,4918
McKinnon,35A Anne St,3,t,1312000,S,Buxton,9/12/2017,11.4,3204,3,2,2,283,165,1995,Glen Eira City Council,-37.90718,145.03193,Southern Metropolitan,2397
McKinnon,27A Carlton St,3,h,,SP,Buxton,9/12/2017,11.4,3204,3,1,1,233,115,1997,Glen Eira City Council,-37.91315,145.03548,Southern Metropolitan,2397
Meadow Heights,8 Dillwynia Pl,4,h,530000,VB,YPA,9/12/2017,17.4,3048,4,2,2,,,,Hume City Council,-37.64837,144.91491,Northern Metropolitan,4704
Meadow Heights,10/32 Papworth Pl,3,t,408000,S,RW,9/12/2017,17.4,3048,,,,,,,Hume City Council,,,Northern Metropolitan,4704
Melbourne,2905/8 Sutherland St,2,u,570000,S,Edward,9/12/2017,0,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melton South,26/58 Andrew St,2,u,280000,SP,Raine,9/12/2017,29.8,3338,,,,,,,Melton City Council,,,Western Victoria,4718
Melton South,6 Bass Ct,4,h,420000,PI,PRDNationwide,9/12/2017,29.8,3338,4,1,4,700,124,1975,Melton City Council,-37.71007,144.56563,Western Victoria,4718
Melton West,23 Caitlyn Dr,4,h,,PI,YPA,9/12/2017,31.7,3337,4,2,2,,97,2005,Melton City Council,-37.66471,144.56408,Northern Victoria,6065
Melton West,23 Empress Wy,4,h,382000,S,Jason,9/12/2017,31.7,3337,4,1,2,,,,Melton City Council,-37.67912,144.56056,Northern Victoria,6065
Melton West,8 Lara Pl,3,h,,SN,hockingstuart,9/12/2017,31.7,3337,,,,,,,Melton City Council,,,Northern Victoria,6065
Mentone,9 Alvena St,3,t,810000,PI,Buxton,9/12/2017,20,3194,3,2,2,,174,2000,Kingston City Council,-37.97539,145.06098,South-Eastern Metropolitan,6162
Mentone,2/5 Palermo St,2,u,654000,S,Hodges,9/12/2017,20,3194,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,6162
Mentone,9 Plummer Rd,4,h,2000000,VB,Charlton,9/12/2017,20,3194,4,2,2,,,1970,Kingston City Council,-37.98618,145.05739,South-Eastern Metropolitan,6162
Mernda,20 Brunton Dr,4,h,610000,S,RW,9/12/2017,25.9,3754,4,2,2,420,,,Whittlesea City Council,-37.58702,145.08363,Northern Metropolitan,5812
Mernda,3 Gael Ct,3,h,525000,S,RW,9/12/2017,25.9,3754,3,1,1,649,115,1985,Whittlesea City Council,-37.59005,145.10433,Northern Metropolitan,5812
Mickleham,75 Callaway Dr,4,h,1225000,SP,RE,9/12/2017,20.6,3064,4,3,8,10590,300,2005,Hume City Council,-37.55139,144.89404,Northern Metropolitan,1158
Middle Park,13 Fraser St,2,h,1515000,S,Marshall,9/12/2017,3,3206,2,1,0,123,78,1900,Port Phillip City Council,-37.85508,144.968,Southern Metropolitan,2019
Mill Park,3 Bradham Dr,4,h,,PI,HAR,9/12/2017,17.9,3082,,,,,,,Whittlesea City Council,,,Northern Metropolitan,10529
Mill Park,16 Brentfield Ct,3,h,735000,S,HAR,9/12/2017,17.9,3082,3,2,2,603,,,Whittlesea City Council,-37.67066,145.0516,Northern Metropolitan,10529
Mill Park,9 Conifer Cl,3,h,553000,S,Ray,9/12/2017,17.9,3082,3,2,2,304,,,Whittlesea City Council,-37.67418,145.05351,Northern Metropolitan,10529
Mill Park,1 Heritage Dr,3,h,603000,S,Ray,9/12/2017,17.9,3082,3,1,4,540,,1978,Whittlesea City Council,-37.65248,145.04973,Northern Metropolitan,10529
Mill Park,5 Ivy Ct,4,h,671000,S,Millership,9/12/2017,17.9,3082,4,2,2,595,25,1990,Whittlesea City Council,-37.67692,145.05234,Northern Metropolitan,10529
Mill Park,140 Roycroft Av,3,h,598000,S,Ray,9/12/2017,17.9,3082,3,2,4,628,,,Whittlesea City Council,-37.66927,145.04697,Northern Metropolitan,10529
Mill Park,10 Sedgman Ct,4,h,660000,S,HAR,9/12/2017,17.9,3082,3,2,1,620,135,1980,Whittlesea City Council,-37.65807,145.06132,Northern Metropolitan,10529
Mill Park,28 Strickland Av,5,h,730000,S,Ray,9/12/2017,17.9,3082,5,2,2,541,150,1985,Whittlesea City Council,-37.66461,145.05494,Northern Metropolitan,10529
Mill Park,35 Thompson Cct,3,h,712500,S,RW,9/12/2017,17.9,3082,3,2,2,,151,1990,Whittlesea City Council,-37.66063,145.05619,Northern Metropolitan,10529
Mitcham,2/4 James Av,3,u,900000,S,Ray,9/12/2017,17.2,3132,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,6871
Mitcham,26 Madison Bvd,3,h,890000,SP,HAR,9/12/2017,17.2,3132,3,2,2,,284,2003,Whitehorse City Council,-37.82227,145.18922,Eastern Metropolitan,6871
Mitcham,4 McKeon Rd,4,h,,VB,Noel,9/12/2017,17.2,3132,4,1,1,,,,Whitehorse City Council,-37.8058,145.19664,Eastern Metropolitan,6871
Mitcham,1 Orient Av,3,h,2305000,S,Ray,9/12/2017,17.2,3132,3,1,2,1714,147,1960,Whitehorse City Council,-37.82698,145.19544,Eastern Metropolitan,6871
Mitcham,5/10 Quarry Rd,2,u,600000,S,Ray,9/12/2017,17.2,3132,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,6871
Mont Albert,3/2 Barloa Rd,2,u,748000,S,Ham,9/12/2017,10.2,3127,,,,,,,Boroondara City Council,,,Eastern Metropolitan,2079
Montmorency,44 Cressy St,3,h,820000,PI,Morrison,9/12/2017,16.2,3094,3,2,,,174,1975,Banyule City Council,-37.73033,145.13294,Eastern Metropolitan,3891
Moonee Ponds,2 Montague St,4,h,1400000,VB,Nelson,9/12/2017,6.2,3039,4,2,1,602,156,1940,Moonee Valley City Council,-37.75956,144.92994,Western Metropolitan,6232
Moorabbin,4 Barbara St,3,h,1200000,PI,Ray,9/12/2017,14.3,3189,3,2,2,558,,1970,Kingston City Council,-37.9371,145.0568,Southern Metropolitan,2555
Moorabbin,31 Chapel Rd,4,h,1250000,PI,Buxton,9/12/2017,14.3,3189,4,3,2,585,,1960,Kingston City Council,-37.94342,145.0476,Southern Metropolitan,2555
Moorabbin,7 Florida Ct,3,t,960000,SP,Buxton,9/12/2017,14.3,3189,3,2,2,,,,Kingston City Council,-37.94308,145.04094,Southern Metropolitan,2555
Moorabbin,1/16 Franklin St,4,t,1100000,VB,Buxton,9/12/2017,14.3,3189,,,,,,,Kingston City Council,,,Southern Metropolitan,2555
Moorabbin,8/23 Genoa St,1,u,,W,Purplebricks,9/12/2017,14.3,3189,,,,,,,Kingston City Council,,,Southern Metropolitan,2555
Mordialloc,1/89 Albert St,2,u,588000,S,Barry,9/12/2017,21.5,3195,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3650
Mount Waverley,39 Charlton St,3,h,,PI,Harcourts,9/12/2017,14.2,3149,3,2,4,,162,1958,Monash City Council,-37.88303,145.12976,Eastern Metropolitan,13366
Mount Waverley,26 Headingley Rd,3,h,1100000,VB,Fletchers,9/12/2017,14.2,3149,3,1,1,728,,1951,Monash City Council,-37.86393,145.1367,Eastern Metropolitan,13366
Mount Waverley,62 Headingley Rd,4,h,,PI,Harcourts,9/12/2017,14.2,3149,4,2,2,877,238,1957,Monash City Council,-37.86721,145.13608,Eastern Metropolitan,13366
Mount Waverley,10 Katandra Ct,4,h,1560000,PI,Jellis,9/12/2017,14.2,3149,4,2,2,836,,,Monash City Council,-37.88562,145.14199,Eastern Metropolitan,13366
Mount Waverley,262 Lawrence Rd,4,h,,SS,Harcourts,9/12/2017,14.2,3149,,,,,,,Monash City Council,,,Eastern Metropolitan,13366
Mount Waverley,23 Leonie Av,6,h,,VB,Jellis,9/12/2017,14.2,3149,6,3,2,731,170,1970,Monash City Council,-37.88757,145.12018,Eastern Metropolitan,13366
Mount Waverley,14 Marsham Rd,3,h,1400000,PI,hockingstuart,9/12/2017,14.2,3149,3,1,2,,,,Monash City Council,-37.86275,145.13327,Eastern Metropolitan,13366
Mount Waverley,42 Oakern St,3,h,,VB,Jellis,9/12/2017,14.2,3149,3,2,1,287,,,Monash City Council,-37.88625,145.12281,Eastern Metropolitan,13366
Mount Waverley,1/34 Sesame St,4,t,1000000,PI,McGrath,9/12/2017,14.2,3149,,,,,,,Monash City Council,,,Eastern Metropolitan,13366
Mount Waverley,386 Stephensons Rd,4,h,1250000,VB,Jellis,9/12/2017,14.2,3149,4,2,3,728,,1960,Monash City Council,-37.88578,145.12735,Eastern Metropolitan,13366
Mount Waverley,16 Wadham Pde,5,h,,PI,Harcourts,9/12/2017,14.2,3149,5,5,5,660,158,1975,Monash City Council,-37.87134,145.12472,Eastern Metropolitan,13366
